1.6348095,6.300586,10.1087265,12.646354,13.033894,14.202391,17.1069,21.536491,26.818232
7.56754,29.884348,40.529175,40.666817,38.786674,35.457172,25.866344,13.666277,5.80594
0.84460443,4.7713275,8.254514,8.221595,7.769095,5.984839,3.1336484,1.2209771,0.36919603
3.7227983,8.60889,7.13798,4.3692884,2.245598,1.2048376,0.48439175,0.18282649,0.14405982
2.5900445,5.4463806,4.10332,2.6499856,1.4592574,0.5490897,0.1639817,0.0999282,0.15789205
3.3679705,6.77626,4.022664,1.0069828,0.2101618,0.09600428,0.03744267,0.032467835,0.031171907
0.954237,2.556057,1.8709981,0.44247383,0.08270793,0.043194786,0.01601541,0.016137041,0.024156444
0.464544,0.8164661,0.4773866,0.13414595,0.036959376,0.011390248,0.0069230758,0.012365481,0.018977778
0.91555434,1.3042815,0.4444588,0.11638977,0.03203234,0.00928911,0.0069186063,0.007832967,0.00999842
0.40533167,0.56920767,0.16765845,0.036075152,0.012611322,0.0040734885,0.0021050037,0.005289478,0.005048708
0.13315159,0.21391755,0.078861,0.009594708,0.00281861,0.0012908158,0.0008019758,0.0018171906,0.00233967
0.04680576,0.05701892,0.016205171,0.0022423686,0.00095875567,0.00052623043,0.0002733859,0.0005455589,0.0006309181
0.013931166,0.01677046,0.0045112027,0.0005500894,0.00013497367,7.5709526e-05,4.587796e-05,8.546359e-05,7.281406e-05
